,Advertiser_ID,Advertiser_Name,Date_Range_Start,Date_Range_End,Num_of_Days,Impressions,Spend_USD
9823,AR105500339708362752,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-03-04,2019-05-05,41,≤ 10k,≤ 100
9829,AR105500339708362752,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-03-04,2019-03-11,6,≤ 10k,≤ 100
9833,AR105500339708362752,"DONALD J. TRUMP FOR PRESIDENT, INC.",2020-01-13,2020-01-23,11,≤ 10k,≤ 100
9838,AR105500339708362752,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-03-11,2019-04-10,21,≤ 10k,≤ 100
9840,AR105500339708362752,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-03-04,2019-03-14,7,≤ 10k,≤ 100
9842,AR105500339708362752,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-12-10,2019-12-20,10,10k-100k,100-1k
9844,AR105500339708362752,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-06-24,2019-06-25,2,≤ 10k,≤ 100
9848,AR105500339708362752,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-07-15,2019-12-03,134,≤ 10k,100-1k
9849,AR105500339708362752,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-03-24,2019-03-24,1,10k-100k,100-1k
9851,AR105500339708362752,"DONALD J. TRUMP FOR PRESIDENT, INC.",2020-01-14,2020-01-28,15,≤ 10k,100-1k
9853,AR105500339708362752,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-07-10,2019-07-11,2,10k-100k,≤ 100
9855,AR105500339708362752,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-03-04,2019-03-08,3,≤ 10k,≤ 100
9856,AR105500339708362752,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-07-19,2019-07-30,12,10k-100k,100-1k
9861,AR105500339708362752,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-07-15,2020-01-06,172,≤ 10k,100-1k
9862,AR105500339708362752,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-02-25,2019-03-06,9,≤ 10k,≤ 100
9865,AR105500339708362752,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-05-06,2019-06-11,33,≤ 10k,≤ 100
9869,AR105500339708362752,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-05-28,2019-06-11,9,≤ 10k,≤ 100
9870,AR105500339708362752,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-03-11,2019-04-11,30,≤ 10k,100-1k
9871,AR105500339708362752,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-03-26,2019-03-28,3,10k-100k,≤ 100
9874,AR105500339708362752,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-09-16,2020-02-24,161,100k-1M,1k-50k
9881,AR105500339708362752,"DONALD J. TRUMP FOR PRESIDENT, INC.",2020-01-26,2020-02-03,9,100k-1M,100-1k
9883,AR105500339708362752,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-05-28,2019-06-10,6,≤ 10k,≤ 100
9884,AR105500339708362752,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-05-13,2019-07-15,43,≤ 10k,100-1k
9885,AR105500339708362752,"DONALD J. TRUMP FOR PRESIDENT, INC.",2020-02-04,2020-02-12,9,≤ 10k,≤ 100
9889,AR105500339708362752,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-04-15,2019-05-06,22,≤ 10k,100-1k
9890,AR105500339708362752,"DONALD J. TRUMP FOR PRESIDENT, INC.",2020-02-11,2020-02-11,1,≤ 10k,100-1k
9899,AR105500339708362752,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-03-12,2019-03-16,5,≤ 10k,≤ 100
9900,AR105500339708362752,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-07-24,2020-02-24,216,100k-1M,50k-100k
9901,AR105500339708362752,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-05-13,2019-07-15,61,≤ 10k,100-1k
9903,AR105500339708362752,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-01-30,2019-02-02,4,≤ 10k,≤ 100
9906,AR105500339708362752,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-03-27,2019-03-27,1,≤ 10k,≤ 100
9907,AR105500339708362752,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-05-06,2019-05-20,15,≤ 10k,100-1k
9910,AR105500339708362752,"DONALD J. TRUMP FOR PRESIDENT, INC.",2020-01-21,2020-01-28,8,≤ 10k,100-1k
9914,AR105500339708362752,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-09-27,2019-12-24,89,100k-1M,1k-50k
9918,AR105500339708362752,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-03-11,2019-04-11,13,≤ 10k,≤ 100
9919,AR105500339708362752,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-02-04,2019-03-11,14,≤ 10k,≤ 100
9924,AR105500339708362752,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-02-04,2019-03-11,14,10k-100k,100-1k
9926,AR105500339708362752,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-07-30,2019-09-04,19,10k-100k,100-1k
9927,AR105500339708362752,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-05-10,2019-07-11,20,≤ 10k,≤ 100
9929,AR105500339708362752,"DONALD J. TRUMP FOR PRESIDENT, INC.",2020-02-04,2020-02-13,6,≤ 10k,≤ 100
9930,AR105500339708362752,"DONALD J. TRUMP FOR PRESIDENT, INC.",2020-02-10,2020-02-11,2,≤ 10k,≤ 100
9933,AR105500339708362752,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-03-06,2019-05-10,29,≤ 10k,≤ 100
9934,AR105500339708362752,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-03-04,2019-05-10,67,10k-100k,1k-50k
9936,AR105500339708362752,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-05-28,2019-06-11,11,≤ 10k,≤ 100
9938,AR105500339708362752,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-06-18,2019-06-18,1,≤ 10k,100-1k
9941,AR105500339708362752,"DONALD J. TRUMP FOR PRESIDENT, INC.",2020-01-29,2020-02-23,20,≤ 10k,≤ 100
9942,AR105500339708362752,"DONALD J. TRUMP FOR PRESIDENT, INC.",2020-02-01,2020-02-03,3,≤ 10k,100-1k
9943,AR105500339708362752,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-06-18,2019-06-18,1,100k-1M,1k-50k
9950,AR105500339708362752,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-02-25,2019-03-05,8,≤ 10k,≤ 100
9953,AR105500339708362752,"DONALD J. TRUMP FOR PRESIDENT, INC.",2020-01-29,2020-02-24,27,10k-100k,1k-50k
9954,AR105500339708362752,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-07-30,2019-07-31,2,100k-1M,1k-50k
9957,AR105500339708362752,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-05-13,2019-07-15,62,10k-100k,100-1k
9959,AR105500339708362752,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-07-11,2019-07-13,2,≤ 10k,≤ 100
9960,AR105500339708362752,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-05-10,2019-05-20,11,≤ 10k,100-1k
9962,AR105500339708362752,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-07-15,2019-12-24,155,≤ 10k,100-1k
9964,AR105500339708362752,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-05-13,2019-07-14,61,≤ 10k,100-1k
9966,AR105500339708362752,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-07-30,2019-09-04,18,10k-100k,≤ 100
9969,AR105500339708362752,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-03-26,2019-03-27,2,10k-100k,100-1k
9971,AR105500339708362752,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-07-15,2019-12-24,158,≤ 10k,100-1k
9974,AR105500339708362752,"DONALD J. TRUMP FOR PRESIDENT, INC.",2020-01-14,2020-01-14,1,≤ 10k,≤ 100
9979,AR105500339708362752,"DONALD J. TRUMP FOR PRESIDENT, INC.",2018-11-01,2018-11-06,6,100k-1M,1k-50k
9980,AR105500339708362752,"DONALD J. TRUMP FOR PRESIDENT, INC.",2020-02-04,2020-02-12,7,≤ 10k,≤ 100
9981,AR105500339708362752,"DONALD J. TRUMP FOR PRESIDENT, INC.",2020-02-14,2020-02-14,1,≤ 10k,≤ 100
9982,AR105500339708362752,"DONALD J. TRUMP FOR PRESIDENT, INC.",2020-02-02,2020-02-02,1,≤ 10k,≤ 100
9984,AR105500339708362752,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-05-31,2019-06-11,10,≤ 10k,≤ 100
9986,AR105500339708362752,"DONALD J. TRUMP FOR PRESIDENT, INC.",2018-10-31,2018-11-01,2,10k-100k,1k-50k
9989,AR105500339708362752,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-03-14,2019-04-09,26,≤ 10k,100-1k
9995,AR105500339708362752,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-04-11,2019-04-12,2,≤ 10k,≤ 100
9998,AR105500339708362752,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-04-06,2019-04-06,1,≤ 10k,≤ 100
10001,AR105500339708362752,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-05-10,2019-05-19,10,≤ 10k,≤ 100
10005,AR105500339708362752,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-07-11,2019-07-19,9,100k-1M,≤ 100
10007,AR105500339708362752,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-11-10,2019-11-11,2,10k-100k,≤ 100
10009,AR105500339708362752,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-04-03,2019-04-09,7,≤ 10k,≤ 100
10010,AR105500339708362752,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-03-22,2019-03-27,6,10k-100k,100-1k
10019,AR105500339708362752,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-03-04,2019-03-13,10,≤ 10k,≤ 100
10023,AR105500339708362752,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-04-12,2019-04-30,19,10k-100k,≤ 100
10032,AR105500339708362752,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-02-19,2019-03-11,19,≤ 10k,≤ 100
10034,AR105500339708362752,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-12-07,2019-12-15,9,100k-1M,1k-50k
10035,AR105500339708362752,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-08-28,2019-08-29,2,10k-100k,100-1k
10036,AR105500339708362752,"DONALD J. TRUMP FOR PRESIDENT, INC.",2018-11-01,2018-11-06,6,10k-100k,1k-50k
10038,AR105500339708362752,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-06-18,2019-06-20,3,≤ 10k,≤ 100
10039,AR105500339708362752,"DONALD J. TRUMP FOR PRESIDENT, INC.",2020-02-07,2020-02-11,5,100k-1M,1k-50k
10044,AR105500339708362752,"DONALD J. TRUMP FOR PRESIDENT, INC.",2020-01-16,2020-01-23,6,≤ 10k,≤ 100
10047,AR105500339708362752,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-07-30,2019-07-31,2,1M-10M,1k-50k
10050,AR105500339708362752,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-05-10,2019-07-15,65,≤ 10k,≤ 100
10054,AR105500339708362752,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-06-17,2019-07-15,29,≤ 10k,1k-50k
10056,AR105500339708362752,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-02-12,2019-03-08,23,10k-100k,≤ 100
10059,AR105500339708362752,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-03-22,2019-03-27,6,≤ 10k,≤ 100
10067,AR105500339708362752,"DONALD J. TRUMP FOR PRESIDENT, INC.",2020-02-04,2020-02-13,10,≤ 10k,≤ 100
10075,AR105500339708362752,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-05-06,2019-07-10,53,≤ 10k,100-1k
10076,AR105500339708362752,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-03-11,2019-04-11,23,≤ 10k,≤ 100
10080,AR105500339708362752,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-11-13,2019-12-01,13,≤ 10k,≤ 100
10081,AR105500339708362752,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-04-12,2019-04-23,2,≤ 10k,≤ 100
10087,AR105500339708362752,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-03-11,2019-04-10,12,≤ 10k,≤ 100
10089,AR105500339708362752,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-07-15,2020-02-24,224,10k-100k,1k-50k
10090,AR105500339708362752,"DONALD J. TRUMP FOR PRESIDENT, INC.",2020-01-22,2020-02-24,34,≤ 10k,100-1k
10091,AR105500339708362752,"DONALD J. TRUMP FOR PRESIDENT, INC.",2020-01-30,2020-02-23,25,≤ 10k,100-1k
10092,AR105500339708362752,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-07-11,2019-07-16,6,≤ 10k,≤ 100
10094,AR105500339708362752,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-07-15,2019-12-24,163,≤ 10k,100-1k
10097,AR105500339708362752,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-06-06,2019-07-15,40,≤ 10k,100-1k
10099,AR105500339708362752,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-04-04,2019-04-04,1,≤ 10k,≤ 100
10103,AR105500339708362752,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-01-10,2019-03-11,57,10k-100k,≤ 100
10104,AR105500339708362752,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-04-12,2019-04-12,1,≤ 10k,≤ 100
10106,AR105500339708362752,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-07-15,2019-12-24,143,≤ 10k,100-1k
10109,AR105500339708362752,"DONALD J. TRUMP FOR PRESIDENT, INC.",2020-02-03,2020-02-04,2,100k-1M,1k-50k
10110,AR105500339708362752,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-11-13,2019-12-05,22,≤ 10k,≤ 100
10111,AR105500339708362752,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-11-10,2019-11-11,2,10k-100k,100-1k
10116,AR105500339708362752,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-02-12,2019-03-08,19,≤ 10k,≤ 100
10119,AR105500339708362752,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-03-25,2019-03-27,3,≤ 10k,≤ 100
10122,AR105500339708362752,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-05-30,2019-06-06,5,≤ 10k,≤ 100
10126,AR105500339708362752,"DONALD J. TRUMP FOR PRESIDENT, INC.",2020-01-29,2020-01-31,3,100k-1M,100-1k
10129,AR105500339708362752,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-03-09,2019-03-11,3,≤ 10k,≤ 100
10131,AR105500339708362752,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-02-25,2019-03-05,8,10k-100k,100-1k
10137,AR105500339708362752,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-04-25,2019-04-29,5,≤ 10k,≤ 100
10142,AR105500339708362752,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-07-11,2019-07-12,2,≤ 10k,≤ 100
10146,AR105500339708362752,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-05-13,2019-06-09,23,≤ 10k,≤ 100
10150,AR105500339708362752,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-03-04,2019-03-05,2,≤ 10k,≤ 100
10157,AR105500339708362752,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-04-30,2019-05-10,8,≤ 10k,≤ 100
10160,AR105500339708362752,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-07-15,2019-12-24,163,10k-100k,1k-50k
10161,AR105500339708362752,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-06-18,2019-06-18,1,10k-100k,100-1k
10166,AR105500339708362752,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-07-15,2020-01-24,194,100k-1M,1k-50k
10170,AR105500339708362752,"DONALD J. TRUMP FOR PRESIDENT, INC.",2020-02-13,2020-02-13,1,≤ 10k,≤ 100
10175,AR105500339708362752,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-02-19,2019-03-11,20,≤ 10k,100-1k
10179,AR105500339708362752,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-11-11,2019-11-11,1,10k-100k,100-1k
10181,AR105500339708362752,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-02-21,2019-03-08,14,≤ 10k,≤ 100
10184,AR105500339708362752,"DONALD J. TRUMP FOR PRESIDENT, INC.",2020-02-07,2020-02-11,5,10k-100k,1k-50k
10185,AR105500339708362752,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-07-01,2019-07-01,1,≤ 10k,≤ 100
10187,AR105500339708362752,"DONALD J. TRUMP FOR PRESIDENT, INC.",2020-02-15,2020-02-21,7,10k-100k,≤ 100
10190,AR105500339708362752,"DONALD J. TRUMP FOR PRESIDENT, INC.",2020-02-04,2020-02-12,9,10k-100k,1k-50k
10196,AR105500339708362752,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-07-08,2019-07-09,2,≤ 10k,≤ 100
10198,AR105500339708362752,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-04-05,2019-04-07,2,≤ 10k,≤ 100
10199,AR105500339708362752,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-07-16,2020-01-06,163,≤ 10k,100-1k
10203,AR105500339708362752,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-06-24,2019-06-25,2,10k-100k,100-1k
10204,AR105500339708362752,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-03-26,2019-03-27,2,10k-100k,≤ 100
10218,AR105500339708362752,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-04-03,2019-05-10,38,10k-100k,100-1k
10219,AR105500339708362752,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-07-15,2019-07-18,2,≤ 10k,≤ 100
10220,AR105500339708362752,"DONALD J. TRUMP FOR PRESIDENT, INC.",2020-01-30,2020-02-24,21,≤ 10k,≤ 100
10221,AR105500339708362752,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-07-30,2019-09-04,19,100k-1M,100-1k
10224,AR105500339708362752,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-09-27,2019-10-15,19,10k-100k,1k-50k
10232,AR105500339708362752,"DONALD J. TRUMP FOR PRESIDENT, INC.",2020-01-30,2020-01-31,2,100k-1M,100-1k
10242,AR105500339708362752,"DONALD J. TRUMP FOR PRESIDENT, INC.",2018-10-30,2018-10-31,2,100k-1M,1k-50k
10248,AR105500339708362752,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-06-11,2019-07-02,22,≤ 10k,≤ 100
10252,AR105500339708362752,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-05-10,2019-06-11,31,≤ 10k,≤ 100
10255,AR105500339708362752,"DONALD J. TRUMP FOR PRESIDENT, INC.",2020-01-14,2020-01-28,15,≤ 10k,≤ 100
10257,AR105500339708362752,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-12-18,2020-02-23,57,≤ 10k,100-1k
10260,AR105500339708362752,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-07-15,2019-08-04,21,≤ 10k,≤ 100
10263,AR105500339708362752,"DONALD J. TRUMP FOR PRESIDENT, INC.",2020-01-21,2020-01-28,7,≤ 10k,≤ 100
10266,AR105500339708362752,"DONALD J. TRUMP FOR PRESIDENT, INC.",2020-01-14,2020-02-24,42,100k-1M,1k-50k
10267,AR105500339708362752,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-07-10,2019-07-10,1,≤ 10k,≤ 100
10270,AR105500339708362752,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-03-22,2019-03-27,6,10k-100k,≤ 100
10279,AR105500339708362752,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-07-15,2020-02-24,210,10k-100k,1k-50k
10280,AR105500339708362752,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-03-12,2019-04-10,28,≤ 10k,≤ 100
10283,AR105500339708362752,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-03-28,2019-03-28,1,≤ 10k,≤ 100
10287,AR105500339708362752,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-05-10,2019-07-11,21,≤ 10k,≤ 100
10290,AR105500339708362752,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-07-15,2020-01-23,191,10k-100k,1k-50k
10295,AR105500339708362752,"DONALD J. TRUMP FOR PRESIDENT, INC.",2020-01-06,2020-01-19,14,≤ 10k,1k-50k
10296,AR105500339708362752,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-07-15,2020-01-23,177,10k-100k,1k-50k
10298,AR105500339708362752,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-05-10,2019-07-11,18,≤ 10k,≤ 100
10300,AR105500339708362752,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-04-29,2019-05-09,11,100k-1M,≤ 100
10305,AR105500339708362752,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-06-06,2019-07-14,39,≤ 10k,100-1k
10312,AR105500339708362752,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-06-03,2019-06-09,4,≤ 10k,≤ 100
10321,AR105500339708362752,"DONALD J. TRUMP FOR PRESIDENT, INC.",2020-01-21,2020-01-21,1,≤ 10k,≤ 100
10323,AR105500339708362752,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-03-15,2019-03-15,1,100k-1M,≤ 100
10324,AR105500339708362752,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-12-07,2019-12-15,9,1M-10M,1k-50k
10325,AR105500339708362752,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-03-28,2019-05-06,40,≤ 10k,100-1k
10329,AR105500339708362752,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-07-01,2019-07-15,15,≤ 10k,≤ 100
10330,AR105500339708362752,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-02-12,2019-03-03,19,≤ 10k,≤ 100
10335,AR105500339708362752,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-06-11,2019-07-15,33,≤ 10k,≤ 100
10338,AR105500339708362752,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-07-15,2020-01-23,186,≤ 10k,1k-50k
10339,AR105500339708362752,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-03-17,2019-04-11,24,≤ 10k,≤ 100
10342,AR105500339708362752,"DONALD J. TRUMP FOR PRESIDENT, INC.",2020-01-14,2020-01-24,7,≤ 10k,≤ 100
10343,AR105500339708362752,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-05-06,2019-06-09,31,≤ 10k,≤ 100
10347,AR105500339708362752,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-06-14,2019-07-15,29,≤ 10k,≤ 100
10348,AR105500339708362752,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-07-24,2020-01-24,184,100k-1M,1k-50k
10352,AR105500339708362752,"DONALD J. TRUMP FOR PRESIDENT, INC.",2020-01-28,2020-01-30,3,≤ 10k,≤ 100
10354,AR105500339708362752,"DONALD J. TRUMP FOR PRESIDENT, INC.",2020-02-07,2020-02-11,5,≤ 10k,100-1k
10367,AR105500339708362752,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-05-13,2019-06-18,14,≤ 10k,≤ 100
10371,AR105500339708362752,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-05-13,2019-06-11,12,≤ 10k,≤ 100
10372,AR105500339708362752,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-06-10,2019-06-10,1,≤ 10k,≤ 100
10376,AR105500339708362752,"DONALD J. TRUMP FOR PRESIDENT, INC.",2020-02-03,2020-02-04,2,10k-100k,≤ 100
10382,AR105500339708362752,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-07-15,2020-01-29,199,10k-100k,1k-50k
10384,AR105500339708362752,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-04-18,2019-06-11,45,≤ 10k,≤ 100
10392,AR105500339708362752,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-03-17,2019-04-11,23,≤ 10k,≤ 100
10395,AR105500339708362752,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-07-15,2020-01-06,170,10k-100k,1k-50k
10404,AR105500339708362752,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-06-11,2019-07-11,31,≤ 10k,≤ 100
10409,AR105500339708362752,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-06-04,2019-06-04,1,≤ 10k,≤ 100
10410,AR105500339708362752,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-05-13,2019-06-08,7,≤ 10k,≤ 100
10418,AR105500339708362752,"DONALD J. TRUMP FOR PRESIDENT, INC.",2020-01-09,2020-01-19,11,10k-100k,≤ 100
10422,AR105500339708362752,"DONALD J. TRUMP FOR PRESIDENT, INC.",2020-01-29,2020-01-31,3,10k-100k,100-1k
10423,AR105500339708362752,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-08-26,2019-08-27,2,≤ 10k,≤ 100
10426,AR105500339708362752,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-05-10,2019-06-10,23,≤ 10k,≤ 100
10428,AR105500339708362752,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-03-06,2019-03-08,3,≤ 10k,≤ 100
10431,AR105500339708362752,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-02-25,2019-03-07,9,10k-100k,≤ 100
10435,AR105500339708362752,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-07-15,2020-01-06,176,100k-1M,1k-50k
10439,AR105500339708362752,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-03-11,2019-04-10,11,≤ 10k,≤ 100
10441,AR105500339708362752,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-05-13,2019-07-15,62,10k-100k,1k-50k
10443,AR105500339708362752,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-08-28,2019-08-29,2,100k-1M,1k-50k
10445,AR105500339708362752,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-03-06,2019-05-10,29,≤ 10k,100-1k
10453,AR105500339708362752,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-02-19,2019-03-08,13,≤ 10k,≤ 100
10455,AR105500339708362752,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-07-11,2019-07-19,8,10k-100k,≤ 100
10457,AR105500339708362752,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-08-28,2019-08-29,2,≤ 10k,100-1k
10460,AR105500339708362752,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-05-13,2019-07-11,58,≤ 10k,100-1k
10465,AR105500339708362752,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-05-06,2019-06-10,31,≤ 10k,≤ 100
10468,AR105500339708362752,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-02-08,2019-03-11,31,100k-1M,100-1k
10469,AR105500339708362752,"DONALD J. TRUMP FOR PRESIDENT, INC.",2018-10-04,2019-05-06,214,10k-100k,1k-50k
10470,AR105500339708362752,"DONALD J. TRUMP FOR PRESIDENT, INC.",2019-06-11,2019-07-15,35,≤ 10k,100-1k
